River_type,Year,Quarter,TrspTot_TOTN,TrspTot_NO3-N,TrspTot_TOTP,TrspTot_TOC,DisTot
Distant,2000,3,544617.427687098,210209.594080926,8799.86717791924,3586251.45100009,1137473214.07133
Distant,2000,4,1093119.28793031,628195.613457786,15693.3399956907,11344216.4321378,2186298069.06012
Distant,2001,1,406894.258813341,233305.723231645,5979.76779945245,3061764.44971569,845232564.987817
Distant,2001,2,630139.98076754,356607.286729223,10735.6290890099,5395823.50656999,1390273171.41163
Distant,2001,3,367025.695243434,188450.701538649,9374.41342608077,4012951.1060508,1051534916.68419
Distant,2001,4,429367.800655011,291720.459764442,8168.0643340984,4416150.42112139,1025184983.48602
Distant,2002,1,339586.923499947,241444.890560914,5833.28892085493,2412627.86059356,741526870.293746
Distant,2002,2,625875.354131101,410098.105536228,13374.9807681416,5630640.84907311,1430111027.19419
Distant,2002,3,329061.140162286,186367.672730422,8717.0789708332,3187561.22338727,861778001.00525
Distant,2002,4,280433.198574752,190852.218546907,5044.71339467604,1968996.4538255,605252142.839406
Distant,2003,1,289236.497385784,213920.700429269,4312.53352481766,1676472.16256995,521459840.149148
Distant,2003,2,588180.750115991,416060.401720449,11848.198727897,5514646.70681878,1214932104.7859
Distant,2003,3,278078.07584126,167981.880644742,8622.55452321557,2685136.58670421,778148551.827887
Distant,2003,4,446739.919633589,344617.157158803,6749.88297986595,2408347.61847074,691271497.134548
Distant,2004,1,343994.115486333,239547.783451691,5960.91725788214,2121992.37933257,681315650.767572
Distant,2004,2,520945.768835786,283809.405339015,12948.1565695148,3864891.66186215,1119887002.30384
Distant,2004,3,350888.815154918,194525.622196868,5632.47042502728,2744352.30579659,828982341.73711
Distant,2004,4,536191.895588514,346991.949219936,16436.9987913564,3998278.65812235,909701682.446736
Distant,2005,1,351500.948070555,244099.604518074,12312.4998498775,2345616.55827899,733143492.468343
Distant,2005,2,432500.996418912,261143.885784526,9872.03984417808,3362216.96624268,986929653.206506
Distant,2005,3,296104.795909932,153327.35789917,6355.06462282649,2389885.99184635,894411480.816723
Distant,2005,4,488861.727423219,344369.944159538,12591.5512520059,3714902.04127506,974007787.739332
Distant,2006,1,308502.757710158,217354.662629694,4365.66898716268,2062842.17959812,725567167.701125
Distant,2006,2,743307.69518806,468040.792859608,16595.4860361823,5529354.73139522,1215335264.84834
Distant,2006,3,301370.624535843,150386.20811697,6450.77173727505,2262668.49886357,711050805.035861
Distant,2006,4,770502.096278666,441457.99680093,21338.8130472145,6016694.64367354,1263985349.32949
Distant,2007,1,447660.660341228,303072.782029567,7781.06928109548,2912311.47756972,901392276.265239
Distant,2007,2,544161.483714389,346330.343867309,14695.7318566729,3968681.0528846,1184544139.93694
Distant,2007,3,579757.158056351,333782.183220209,23655.6783963118,5177198.90208897,1379282822.55392
Distant,2007,4,355300.710740095,235610.059480214,7640.74958315084,2318061.45167241,679342055.311572
Distant,2008,1,519418.638527425,374918.709792815,19850.8343110754,3132871.52643605,915897341.680349
Distant,2008,2,763258.848737764,460562.290453606,21933.0527291187,6469490.96090808,1807057366.13528
Distant,2008,3,385004.622871807,199518.4456344,9116.13753149296,2908153.7807808,975953414.886165
Distant,2008,4,448262.130400503,271993.68625512,18677.0418803331,3355545.04140292,875215315.552937
Distant,2009,1,309731.176236398,189084.842722885,4753.78178784782,1960374.93501342,691250026.902443
Distant,2009,2,507476.639225416,267691.532080911,14500.7187822149,4256250.61748544,1171985788.98526
Distant,2009,3,535339.253966904,261449.178895127,17272.7213142066,5094637.55337778,1244601319.89275
Distant,2009,4,456891.164466208,253032.977641774,10898.6190029647,3825520.19556255,878273105.210215
Distant,2010,1,323923.693929268,210189.541322761,4529.71597747731,2056831.66765576,716788320.761361
Distant,2010,2,534946.548752596,315228.124746131,13378.9017041049,4549462.73529423,1127598569.30603
Distant,2010,3,427598.044267847,243655.47017865,11328.5044612859,4554156.65695625,1054447642.82405
Distant,2010,4,471393.669401966,266076.753278938,10060.3603263885,4343844.56637344,981005784.346673
Distant,2011,1,279241.507956392,168041.713739217,4305.95072950906,1637444.47335833,569221329.859529
Distant,2011,2,674001.162245329,368504.317532761,23294.2945559931,5171326.76877364,1222951278.81458
Distant,2011,3,964607.933489401,474209.966036822,39571.6212767961,9957709.59436739,2020959504.2455
Distant,2011,4,474645.766782893,275935.158712294,13662.2240145727,4162540.71522285,929511522.59322
Distant,2012,1,418090.975982682,246638.121093703,7098.21453423064,2743447.83423209,828825226.615077
Distant,2012,2,554061.288634807,272422.156768562,13801.7983221779,4055278.56615789,1183477265.13586
Distant,2012,3,662697.763950953,317906.520788448,46206.2143331815,5935957.90406466,1329083706.22122
Distant,2012,4,534872.931491773,277149.810492753,15265.6022196616,4947282.55681746,1081316060.39777
Distant,2013,1,320970.877879504,195242.833286458,5343.48494463066,2061606.35439287,707653792.78183
Distant,2013,2,858033.434550831,523111.160957739,29503.3966071555,6312959.93967456,1600236620.27614
Distant,2013,3,395798.799076704,207586.425094919,7829.41560943003,3316106.71300402,984248995.81619
Distant,2013,4,417206.521921592,254923.913055367,12155.3392842156,3265707.12532737,869116342.761629
Distant,2014,1,610134.913929165,383712.727753702,18137.6901512535,4075846.48142941,1062727833.81173
Distant,2014,2,607782.567054212,335138.495040214,15747.8759899004,5313286.17320076,1517905887.02845
Distant,2014,3,282313.239412744,122575.21941399,5936.15480906566,2514914.95375225,826121371.523972
Distant,2014,4,593358.179266263,331809.588965823,18555.0698450309,5678290.02780478,1264990902.23914
Distant,2015,1,429826.881318443,263805.401606086,7526.40403972699,2888513.75034136,873925804.116707
Distant,2015,2,560294.903100507,314675.826882775,9622.05881563204,4577089.53925076,1181345754.31269
Distant,2015,3,653345.016843838,295270.648779076,22791.0526630288,6496955.73012847,1437446947.07619
Distant,2015,4,460710.26536749,260184.769649613,19161.9030748061,3920925.98199957,853679474.718631
Distant,2016,1,478981.955850586,297126.259015037,18696.5529453757,3174782.15292622,839510520.990711
Distant,2016,2,553111.46864282,296694.830313845,16101.54427181,4640265.24836886,1166104583.85869
Distant,2016,3,322190.656186393,161775.043094825,6029.48770972807,2661030.34842754,858384809.78811
Distant,2016,4,327469.297275348,192052.524258533,4699.23372034981,2543663.98899704,744997276.19745
Local,1990,1,107275.902549567,69834.1702678223,NA,774934.416233542,213303151.602771
Local,1990,2,41957.4715989839,25239.0501435771,NA,268133.983144811,92794689.8770233
Local,1990,3,55121.8037566392,28996.6085450854,NA,463986.027414618,127928052.228462
Local,1990,4,57728.3169880684,32029.377089595,NA,496025.046040206,126981911.097169
Local,1991,1,52874.3089089319,32900.4491262103,NA,356962.593302416,109799733.908658
Local,1991,2,61000.43623156,37235.7609943153,NA,426765.962138339,133152202.540419
Local,1991,3,24207.0512079048,14345.2711986913,NA,187624.196205601,65381355.3867936
Local,1991,4,58306.4497754181,34422.2859044153,NA,558545.968399526,117652995.863839
Local,1992,1,34524.3689234811,23199.9547011216,NA,267086.093905319,76148825.1011495
Local,1992,2,39069.955859445,23616.5705990785,NA,313682.56058383,87069430.8447469
Local,1992,3,42986.8226162581,22359.8557464173,NA,393196.407831354,89349844.7997996
Local,1992,4,63267.0052826103,34362.029268426,NA,682410.464187272,140430669.526047
Local,1993,1,35419.059888106,22992.3133891166,29.568194511543,251802.015465132,111746183.819762
Local,1993,2,34194.8494565844,20806.3730700222,25.9130723018738,248056.032228531,117118927.572831
Local,1993,3,17843.2988415917,11416.2391247616,26.1010415630286,136133.385901286,73953305.7248154
Local,1993,4,39095.3032270543,20432.3465816554,123.840551606183,332945.45017599,102341560.925313
Local,1994,1,25831.8694382762,15169.7723396947,72.4309287280467,177737.730635794,63162848.4030761
Local,1994,2,104343.972082562,63347.6145696514,353.606064523268,828109.112767076,270496977.660023
Local,1994,3,43620.2326956203,21231.4393372317,233.35371579691,468365.626090833,135063257.231324
Local,1994,4,52372.2963634772,27602.94292866,249.922431864765,518904.819300412,139224819.764919
Local,1995,1,62482.1358931296,39976.5050676259,313.516827387338,462627.276498037,175683244.048396
Local,1995,2,58981.8872237954,34867.2761795001,414.107255616033,538476.113307472,184742089.543636
Local,1995,3,32780.806346877,17495.3727184159,246.508330309398,309920.507183507,103114893.751776
Local,1995,4,24967.1076178557,13484.806871696,190.523234641773,250140.283850147,79299862.1790309
Local,1996,1,13828.1315423807,8743.00142325063,102.130293398679,90836.7757480334,39168874.0031669
Local,1996,2,49728.8140001914,31028.7249074185,341.952994159127,370014.585649032,118065906.666576
Local,1996,3,19210.4384124496,10569.0862253093,201.098102713745,167917.676244479,62060321.1452865
Local,1996,4,40631.0478488065,21058.3694642619,398.276934982778,452506.692043774,112255473.374913
Local,1997,1,32679.1030291858,19865.6804755158,329.596736915512,270693.437143376,94397624.366149
Local,1997,2,32050.5184345228,17439.0987680575,442.630071991326,299017.905248653,117384784.15405
Local,1997,3,23950.3857731182,10616.369882932,353.195528230669,257061.132814862,89482248.219222
Local,1997,4,41043.1484114495,22506.2228599722,489.592195580501,431037.988074587,113229130.020272
Local,1998,1,39848.5485838266,23917.629328504,315.864285293257,370184.430309081,113551583.057002
Local,1998,2,59786.9132523837,34827.9554716429,757.362228386805,558012.807581383,169457603.879882
Local,1998,3,37749.119507946,16914.8569926703,703.595365240621,400878.976259398,108500781.53327
Local,1998,4,38639.911707811,19368.2293934577,384.892031016382,390916.162170425,108250517.428446
Local,1999,1,40748.6400131437,24625.5052530141,393.180834897315,310343.8762869,113677613.711521
Local,1999,2,65949.1204481825,37505.5170664837,779.67419522824,593274.833577318,205807078.409124
Local,1999,3,36027.3479859482,18897.3984276124,518.229602887051,333850.357407788,127786149.948423
Local,1999,4,44483.2013435812,22538.2576521752,424.432963035958,467690.23102036,135438958.562264
Local,2000,1,38530.219278782,22562.2178823408,407.547134949841,300963.536280403,110811089.556648
Local,2000,2,54149.2376600806,28098.6708021234,741.167840159902,396703.277851448,148305065.541338
Local,2000,3,41528.5120669113,15126.4954099829,717.840799690636,360116.535367374,113188038.410755
Local,2000,4,121764.761293569,58063.6841631375,2881.46449861802,1474237.92465574,373573490.140565
Local,2001,1,48309.9121152448,28590.137611129,1200.15878038311,424894.671149917,139524565.801911
Local,2001,2,62165.7047023801,35180.7929740882,1886.58896621948,543688.962561076,182463645.168476
Local,2001,3,27844.7227215177,12797.9798077904,1149.64858195304,284453.018352456,97585794.9965708
Local,2001,4,50397.1245758528,22846.054178961,1944.66825543081,679369.210331571,152740320.853689
Local,2002,1,35171.1295338794,19461.610062172,1513.02390541784,344511.028055368,106826726.203626
Local,2002,2,52331.9901106831,23201.2378144363,2376.2019781666,552121.286554071,148242477.585436
Local,2002,3,23894.436464833,10086.6932681536,1402.6547280535,277661.430024164,81716951.2803772
Local,2002,4,29489.6885621222,14387.3348037861,730.036594558064,320686.409565428,80098728.3554431
Local,2003,1,36000.5511073501,21147.8878795288,687.625121471353,322346.652491919,95018455.2889615
Local,2003,2,67979.2585839933,36647.0633207249,1412.1992152404,695642.565132287,193431987.945653
Local,2003,3,26240.8909356798,11756.2036390739,661.076883159552,293005.693275545,91388927.4725818
Local,2003,4,34285.7357338631,16103.3145917897,708.364824185351,368258.837052741,99442953.5318871
Local,2004,1,41163.9851653269,25369.1163695333,776.220708445111,392654.192076917,113870150.729915
Local,2004,2,46544.977420936,24462.6867762713,984.497444285763,486824.755736647,144413803.213183
Local,2004,3,28641.1324912236,11908.1412882714,707.582516932054,373312.927427779,105725896.306297
Local,2004,4,40993.4408655588,17623.3677429354,890.01804085135,573409.778617566,134524113.76817
Local,2005,1,25709.2947162583,14659.1726755236,601.787003707255,289061.934877553,92255161.4120916
Local,2005,2,28788.1351681961,15095.5620360911,663.047920715544,322013.736320698,103196031.891857
Local,2005,3,15526.6971336188,6270.85383178854,390.630509390309,188804.292606976,62080591.6680993
Local,2005,4,34263.2712040826,16011.3281236892,661.659472410689,488527.408653777,107938029.743006
Local,2006,1,17382.9515932749,9971.29856452021,311.685818863331,177328.807210246,52767162.6562979
Local,2006,2,66944.5713059235,33782.2629142993,1134.47709974439,745444.756397432,193483187.428933
Local,2006,3,28421.7413114718,10629.6891162254,583.070747644723,538738.600181057,91436291.2462787
Local,2006,4,61315.3552596062,26709.7370801566,2732.37768692667,1028946.8072918,201897893.51707
Local,2007,1,46027.2563293596,24517.1720925322,891.040860331559,530062.06252259,147801655.241968
Local,2007,2,31673.0071282153,15898.475775755,460.213702348198,335819.18639343,107223986.637155
Local,2007,3,26910.109217703,12972.2860888343,353.096549878353,439742.98267076,111585557.609619
Local,2007,4,21225.0983395695,9530.12914641804,520.391734750738,226674.886122361,61401235.9311434
Local,2008,1,51684.5767650726,30361.8572711686,1034.8762214547,747766.196826386,194312510.353769
Local,2008,2,53783.4833586277,28445.1695920394,588.748461736747,589481.059785923,187210180.504594
Local,2008,3,28373.7588609862,12359.1990073759,367.655714271827,406876.204971727,119213839.797869
Local,2008,4,42859.9052737317,15265.0617078832,424.043241459494,428582.971424142,117700575.629182
Local,2009,1,31259.9620963219,14965.8102541186,260.146682692159,328743.035850138,94573617.1647382
Local,2009,2,35479.131671991,22058.9254795209,470.727281791821,479337.137371419,158758794.201623
Local,2009,3,31877.6542498718,12113.8042752889,486.485589843277,529918.583798577,128431379.946096
Local,2009,4,60599.4401215858,22754.6002787213,1416.38472209101,863485.420275901,180152072.769761
Local,2010,1,19574.3186796043,10186.8278284175,384.123244762211,229031.350114736,61397475.1214918
Local,2010,2,39631.673930575,19854.3961513634,437.84648890571,513448.220452512,138424620.288985
Local,2010,3,23770.7419899027,8322.5362743689,481.420288850291,381995.374615111,83246548.2478235
Local,2010,4,37819.7569280902,15507.0995734431,842.439911474252,593841.030100658,102981054.398642
Local,2011,1,16413.4439104032,8912.55749301545,82.6215250246368,202413.179745735,50557044.3924992
Local,2011,2,40975.8234551196,18959.7255667475,657.185726136488,719649.13589603,150904049.93244
Local,2011,3,60793.3692764871,18959.7280542192,756.96249466985,1073657.71634545,198215242.44566
Local,2011,4,35508.1261044636,14472.590517622,433.66200501321,495809.282735843,110232659.949882
Local,2012,1,32094.7821235801,16583.3624419922,325.845306125442,347227.317438746,109282502.20942
Local,2012,2,35793.3705643873,16604.9264549204,428.195687963734,392001.070076882,112909562.494505
Local,2012,3,29482.4523464979,12603.8777144766,307.502718965734,339220.774057465,87689557.3764258
Local,2012,4,55422.2524324041,23850.8418823176,597.228051653784,676048.142862187,152439980.670518
Local,2013,1,22655.135066973,10533.7879862128,233.501497097613,261769.398617861,60516127.4794508
Local,2013,2,73269.1601344174,32095.5230241954,688.073406729847,932013.451730776,215196920.251804
Local,2013,3,22578.7356769349,9297.16398622407,295.306076051038,303460.219757931,83056180.0524134
Local,2013,4,33735.1457827396,15264.4570175176,322.952481049815,445594.135893903,120449565.951161
Local,2014,1,76435.6228028473,38807.0183180215,651.773470952612,878054.10670387,244845311.46251
Local,2014,2,37630.7539663287,19323.828522307,302.365458594262,420779.031726708,143643808.068946
Local,2014,3,34798.6496964508,10141.0489809754,667.739953006142,513629.334669894,113457673.74199
Local,2014,4,67882.0837164969,19360.9032308489,1547.15145219531,1011676.90987522,192011679.583361
Local,2015,1,46489.4516411997,20860.9011109353,340.947890189534,536898.722310346,140591046.593715
Local,2015,2,39021.8868540103,15218.6783211581,792.334847286351,506335.394621969,138931848.303988
Local,2015,3,59107.078514101,14961.4266513957,828.887995000485,950650.268408413,188186647.518862
Local,2015,4,20109.991509538,6266.13364022206,263.338904665624,311143.910113649,127185721.738623
Local,2016,1,16001.2291079731,5660.15753637447,164.389789703683,237719.695176231,205275668.44684
Local,2016,2,10302.9338421678,3408.61202912707,116.65487823881,134618.540005764,207467890.353181
Local,2016,3,6302.76841735645,1452.45539336473,86.2294059836646,104921.833730617,118253217.438146
Local,2016,4,9796.89554510924,3285.17126955689,131.190770323122,169639.123927186,118631543.662775
