Variable,Year,Value
River_TotN,1990,19463.0812591628
River_TotN,1991,16760.3725421273
River_TotN,1992,19654.1459964845
River_TotN,1993,21669.2896865732
River_TotN,1994,22144.0552452748
River_TotN,1995,23670.2681590535
River_TotN,1996,17331.4170617672
River_TotN,1997,19487.3939964545
River_TotN,1998,23444.9242758617
River_TotN,1999,24053.0618552418
River_TotN,2000,32893.3451794577
River_TotN,2001,22204.2232102429
River_TotN,2002,19025.9471615428
River_TotN,2003,19396.7588719712
River_TotN,2004,21193.9162775024
River_TotN,2005,18923.3002648807
River_TotN,2006,25682.4205483345
River_TotN,2007,23238.7705860457
River_TotN,2008,25561.5042895312
River_TotN,2009,21883.7009943197
River_TotN,2010,21205.2531197409
River_TotN,2011,28858.1861061013
River_TotN,2012,26182.4081405099
River_TotN,2013,24054.8149987955
River_TotN,2014,25345.3957575057
River_TotN,2015,25433.2967248447
River_TotN,2016,20308.2520161996
River_NO3,1990,12219.2565675289
River_NO3,1991,10724.9832950008
River_NO3,1992,13168.0848379105
River_NO3,1993,13455.5921753209
River_NO3,1994,14302.160615912
River_NO3,1995,15117.4080916173
River_NO3,1996,11181.0338023976
River_NO3,1997,12726.0761938468
River_NO3,1998,14338.4990779078
River_NO3,1999,14773.7895282686
River_NO3,2000,17544.8662695485
River_NO3,2001,12945.3189994245
River_NO3,2002,12401.126852062
River_NO3,2003,13796.7386698698
River_NO3,2004,12853.9439374122
River_NO3,2005,12076.7781378224
River_NO3,2006,15413.0506372632
River_NO3,2007,14676.2915335479
River_NO3,2008,15752.8817117059
River_NO3,2009,11715.4726972216
River_NO3,2010,12466.9068931104
River_NO3,2011,15487.8749917869
River_NO3,2012,13419.6558522807
River_NO3,2013,14229.216278797
River_NO3,2014,14161.74839348
River_NO3,2015,13657.7862060798
River_NO3,2016,11413.2030688721
River_TotP,1990,615.017016857549
River_TotP,1991,475.913685372789
River_TotP,1992,552.369469646057
River_TotP,1993,522.730714946406
River_TotP,1994,416.933858346513
River_TotP,1995,820.487865737891
River_TotP,1996,374.921059230874
River_TotP,1997,461.866067991017
River_TotP,1998,427.344476919062
River_TotP,1999,310.838285206072
River_TotP,2000,468.860690069411
River_TotP,2001,413.387099385288
River_TotP,2002,397.082489433324
River_TotP,2003,380.118503834322
River_TotP,2004,493.560024276997
River_TotP,2005,494.717879814979
River_TotP,2006,587.096747672989
River_TotP,2007,646.64871659614
River_TotP,2008,836.993982986163
River_TotP,2009,571.100845567283
River_TotP,2010,472.812203752459
River_TotP,2011,971.564359090261
River_TotP,2012,989.987235284446
River_TotP,2013,659.524370612443
River_TotP,2014,702.996572011726
River_TotP,2015,711.023905470363
River_TotP,2016,547.817218299911
River_TOC,1990,NA
River_TOC,1991,NA
River_TOC,1992,143009.254874318
River_TOC,1993,159948.386066411
River_TOC,1994,181588.739656728
River_TOC,1995,177230.854520667
River_TOC,1996,128676.823003669
River_TOC,1997,159363.877661405
River_TOC,1998,191666.375905852
River_TOC,1999,175610.115075017
River_TOC,2000,272888.266919935
River_TOC,2001,204939.617230022
River_TOC,2002,160052.425217983
River_TOC,2003,149356.775406248
River_TOC,2004,154991.997776127
River_TOC,2005,143148.661865839
River_TOC,2006,193159.09497012
River_TOC,2007,174150.870050227
River_TOC,2008,192882.091594956
River_TOC,2009,184269.977725782
River_TOC,2010,187677.432374995
River_TOC,2011,253679.157611286
River_TOC,2012,214431.578879379
River_TOC,2013,181691.197584431
River_TOC,2014,214329.4221698
River_TOC,2015,217660.649255056
River_TOC,2016,158177.598443155
River_Discharge,1990,47827.3723976528
River_Discharge,1991,34894.8502138589
River_Discharge,1992,38657.2934864021
River_Discharge,1993,46692.5330767025
River_Discharge,1994,44697.676299969
River_Discharge,1995,48499.4859885676
River_Discharge,1996,32751.6650659758
River_Discharge,1997,39900.3557609195
River_Discharge,1998,49512.9078111716
River_Discharge,1999,49006.787766201
River_Discharge,2000,64500.4213704915
River_Discharge,2001,52213.6800976988
River_Discharge,2002,43961.6362842658
River_Discharge,2003,38829.2683219253
River_Discharge,2004,42863.6034845188
River_Discharge,2005,43307.7337661174
River_Discharge,2006,47445.8111375739
River_Discharge,2007,50036.5728543907
River_Discharge,2008,55351.4848955007
River_Discharge,2009,48284.9479215892
River_Discharge,2010,46843.8197816367
River_Discharge,2011,57274.8803551044
River_Discharge,2012,53433.9087597537
River_Discharge,2013,50306.2229968433
River_Discharge,2014,56664.0739262095
River_Discharge,2015,52604.193768652
River_Discharge,2016,43635.8575085481
River_PO4,1990,252.706372517273
River_PO4,1991,191.504072262892
River_PO4,1992,182.374079307019
River_PO4,1993,225.768700883362
River_PO4,1994,150.66980254201
River_PO4,1995,406.865059151525
River_PO4,1996,130.980469980698
River_PO4,1997,208.829922996042
River_PO4,1998,165.809246252019
River_PO4,1999,269.663519876987
River_PO4,2000,320.481314016564
River_PO4,2001,232.941967304044
River_PO4,2002,201.557478354033
River_PO4,2003,78.7677920483148
River_PO4,2004,226.632875372828
River_PO4,2005,206.867700281047
River_PO4,2006,282.361985573759
River_PO4,2007,335.635670732565
River_PO4,2008,420.30936832519
River_PO4,2009,233.146961561319
River_PO4,2010,204.652961552252
River_PO4,2011,482.967671844641
River_PO4,2012,566.506473520616
River_PO4,2013,362.965716239949
River_PO4,2014,423.601102071227
River_PO4,2015,395.046124475321
River_PO4,2016,313.56030693925
River_SPM,1990,361659.570456748
River_SPM,1991,145554.936715308
River_SPM,1992,425194.098235251
River_SPM,1993,283252.102340783
River_SPM,1994,212866.967767021
River_SPM,1995,391398.870750573
River_SPM,1996,165122.220688406
River_SPM,1997,260489.529727946
River_SPM,1998,176990.356484453
River_SPM,1999,340177.756541718
River_SPM,2000,531179.782388037
River_SPM,2001,292432.545699077
River_SPM,2002,157615.630635312
River_SPM,2003,161710.076351282
River_SPM,2004,249175.787498853
River_SPM,2005,236475.543660632
River_SPM,2006,287627.009270036
River_SPM,2007,405171.211458134
River_SPM,2008,480350.149937858
River_SPM,2009,233437.725638847
River_SPM,2010,211904.646564897
River_SPM,2011,536318.626751562
River_SPM,2012,537406.897667386
River_SPM,2013,354942.807371722
River_SPM,2014,360313.63130152
River_SPM,2015,398218.176321627
River_SPM,2016,375520.533274106
River_Si,1990,NA
River_Si,1991,NA
River_Si,1992,NA
River_Si,1993,NA
River_Si,1994,NA
River_Si,1995,109764.361000745
River_Si,1996,77911.4295385859
River_Si,1997,97664.24510816
River_Si,1998,129545.285728584
River_Si,1999,155245.469353
River_Si,2000,306603.506783445
River_Si,2001,172289.667814003
River_Si,2002,135674.584330774
River_Si,2003,132254.747967117
River_Si,2004,127790.483967152
River_Si,2005,128261.8222847
River_Si,2006,154234.011318412
River_Si,2007,158070.051578779
River_Si,2008,199109.907901733
River_Si,2009,156619.110655931
River_Si,2010,154213.22273682
River_Si,2011,199886.385110982
River_Si,2012,181730.479206433
River_Si,2013,161544.26909654
River_Si,2014,184085.999470279
River_Si,2015,182355.551164018
River_Si,2016,142928.136329149
Hydro_Temperature_Deep,1990,9.61132353894851
Hydro_Temperature_Intermediate,1990,10.4936176889083
Hydro_Temperature_Surface,1990,10.797941235935
Hydro_Temperature_Deep,1991,8.41166666575841
Hydro_Temperature_Intermediate,1991,9.27635714837483
Hydro_Temperature_Surface,1991,9.61163495646583
Hydro_Temperature_Deep,1992,8.50236959042756
Hydro_Temperature_Intermediate,1992,9.12523913383484
Hydro_Temperature_Surface,1992,9.87314490304477
Hydro_Temperature_Deep,1993,7.64515907114202
Hydro_Temperature_Intermediate,1993,8.27531811865893
Hydro_Temperature_Surface,1993,8.37671212716536
Hydro_Temperature_Deep,1994,7.23609088225798
Hydro_Temperature_Intermediate,1994,8.15649995478717
Hydro_Temperature_Surface,1994,8.98987881974741
Hydro_Temperature_Deep,1995,7.66027270663868
Hydro_Temperature_Intermediate,1995,8.94095453890887
Hydro_Temperature_Surface,1995,10.2102272293784
Hydro_Temperature_Deep,1996,7.85804551297968
Hydro_Temperature_Intermediate,1996,8.11468183350834
Hydro_Temperature_Surface,1996,8.0642575793194
Hydro_Temperature_Deep,1997,7.91336369514465
Hydro_Temperature_Intermediate,1997,8.69654549251903
Hydro_Temperature_Surface,1997,9.9126817927216
Hydro_Temperature_Deep,1998,9.00252379689898
Hydro_Temperature_Intermediate,1998,9.98416667892819
Hydro_Temperature_Surface,1998,10.0795079299382
Hydro_Temperature_Deep,1999,8.70181394177814
Hydro_Temperature_Intermediate,1999,9.84563635154204
Hydro_Temperature_Surface,1999,10.4534242640842
Hydro_Temperature_Deep,2000,9.14140906117179
Hydro_Temperature_Intermediate,2000,10.373770882686
Hydro_Temperature_Surface,2000,11.2551944553852
Hydro_Temperature_Deep,2001,8.8131136785854
Hydro_Temperature_Intermediate,2001,9.52631823583083
Hydro_Temperature_Surface,2001,9.64248482747511
Hydro_Temperature_Deep,2002,8.20795239721026
Hydro_Temperature_Intermediate,2002,9.72473812103271
Hydro_Temperature_Surface,2002,10.4794677419047
Hydro_Temperature_Deep,2003,8.71745456348766
Hydro_Temperature_Intermediate,2003,9.40154548395764
Hydro_Temperature_Surface,2003,9.96184616121822
Hydro_Temperature_Deep,2004,8.98932499885559
Hydro_Temperature_Intermediate,2004,9.64097506403923
Hydro_Temperature_Surface,2004,10.1279499650002
Hydro_Temperature_Deep,2005,8.63025676120411
Hydro_Temperature_Intermediate,2005,9.38267501646822
Hydro_Temperature_Surface,2005,10.0922333507827
Hydro_Temperature_Deep,2006,8.85797615278335
Hydro_Temperature_Intermediate,2006,9.93613634055311
Hydro_Temperature_Surface,2006,10.4481211611719
Hydro_Temperature_Deep,2007,9.32395451719111
Hydro_Temperature_Intermediate,2007,10.0343864397569
Hydro_Temperature_Surface,2007,10.3992878451492
Hydro_Temperature_Deep,2008,9.05013637109236
Hydro_Temperature_Intermediate,2008,9.54634087194096
Hydro_Temperature_Surface,2008,9.78806063261899
Hydro_Temperature_Deep,2009,9.05956523314766
Hydro_Temperature_Intermediate,2009,9.44993480910426
Hydro_Temperature_Surface,2009,9.78952175810717
Hydro_Temperature_Deep,2010,8.1769750058651
Hydro_Temperature_Intermediate,2010,9.82440002560616
Hydro_Temperature_Surface,2010,10.1490500460068
Hydro_Temperature_Deep,2011,9.20872614176377
Hydro_Temperature_Intermediate,2011,9.59280433991681
Hydro_Temperature_Surface,2011,10.0523161454236
Hydro_Temperature_Deep,2012,9.11812500520186
Hydro_Temperature_Intermediate,2012,9.82010462880135
Hydro_Temperature_Surface,2012,10.1833196914557
Hydro_Temperature_Deep,2013,8.69890909845179
Hydro_Temperature_Intermediate,2013,9.65658864649859
Hydro_Temperature_Surface,2013,9.77216665130673
Hydro_Temperature_Deep,2014,9.24152269146659
Hydro_Temperature_Intermediate,2014,10.6054545695131
Hydro_Temperature_Surface,2014,11.7383318850488
Hydro_Temperature_Deep,2015,9.36297725547444
Hydro_Temperature_Intermediate,2015,10.2548977678472
Hydro_Temperature_Surface,2015,10.4803682168325
Hydro_Temperature_Deep,2016,8.71728638085452
Hydro_Temperature_Intermediate,2016,9.84786589037288
Hydro_Temperature_Surface,2016,10.4035014744961
Hydro_Salinity_Deep,1990,34.3173823637121
Hydro_Salinity_Intermediate,1990,33.2268823174869
Hydro_Salinity_Surface,1990,29.3434704799278
Hydro_Salinity_Deep,1991,34.3568095252627
Hydro_Salinity_Intermediate,1991,32.3673569815499
Hydro_Salinity_Surface,1991,29.2777619134812
Hydro_Salinity_Deep,1992,34.4475867229959
Hydro_Salinity_Intermediate,1992,33.0431086084117
Hydro_Salinity_Surface,1992,29.6507971114007
Hydro_Salinity_Deep,1993,34.3812952908603
Hydro_Salinity_Intermediate,1993,32.8513408574191
Hydro_Salinity_Surface,1993,28.9397423773101
Hydro_Salinity_Deep,1994,34.104999889027
Hydro_Salinity_Intermediate,1994,32.7327045093883
Hydro_Salinity_Surface,1994,29.237803141276
Hydro_Salinity_Deep,1995,34.2257272546942
Hydro_Salinity_Intermediate,1995,32.2261818105524
Hydro_Salinity_Surface,1995,28.196742404591
Hydro_Salinity_Deep,1996,34.4824319319292
Hydro_Salinity_Intermediate,1996,32.6634088863026
Hydro_Salinity_Surface,1996,29.2683941234242
Hydro_Salinity_Deep,1997,34.2868406122381
Hydro_Salinity_Intermediate,1997,33.2850454070351
Hydro_Salinity_Surface,1997,29.8993787765503
Hydro_Salinity_Deep,1998,34.0842622121175
Hydro_Salinity_Intermediate,1998,32.8593571980794
Hydro_Salinity_Surface,1998,29.5092540014358
Hydro_Salinity_Deep,1999,34.3868608696516
Hydro_Salinity_Intermediate,1999,32.8949772661382
Hydro_Salinity_Surface,1999,28.7981515075221
Hydro_Salinity_Deep,2000,34.1312047784979
Hydro_Salinity_Intermediate,2000,32.6646874745687
Hydro_Salinity_Surface,2000,27.710430516137
Hydro_Salinity_Deep,2001,34.1479776555842
Hydro_Salinity_Intermediate,2001,32.681340564381
Hydro_Salinity_Surface,2001,28.8001971389308
Hydro_Salinity_Deep,2002,34.2417142958868
Hydro_Salinity_Intermediate,2002,32.6641186759585
Hydro_Salinity_Surface,2002,28.2294191545056
Hydro_Salinity_Deep,2003,34.3546820553866
Hydro_Salinity_Intermediate,2003,32.8129544258118
Hydro_Salinity_Surface,2003,29.1088616297795
Hydro_Salinity_Deep,2004,34.2620498657227
Hydro_Salinity_Intermediate,2004,33.0668245792389
Hydro_Salinity_Surface,2004,29.622899945577
Hydro_Salinity_Deep,2005,34.375825101679
Hydro_Salinity_Intermediate,2005,32.4851023067128
Hydro_Salinity_Surface,2005,28.544748508569
Hydro_Salinity_Deep,2006,34.523976462228
Hydro_Salinity_Intermediate,2006,33.083000053059
Hydro_Salinity_Surface,2006,29.4990604863022
Hydro_Salinity_Deep,2007,34.2837272123857
Hydro_Salinity_Intermediate,2007,32.5339544903148
Hydro_Salinity_Surface,2007,29.0484089417891
Hydro_Salinity_Deep,2008,34.1518632715399
Hydro_Salinity_Intermediate,2008,32.5903409177607
Hydro_Salinity_Surface,2008,28.715242356965
Hydro_Salinity_Deep,2009,34.3722607985787
Hydro_Salinity_Intermediate,2009,32.8501090174136
Hydro_Salinity_Surface,2009,29.1341449350551
Hydro_Salinity_Deep,2010,34.3615500450134
Hydro_Salinity_Intermediate,2010,32.7378002166748
Hydro_Salinity_Surface,2010,29.077600034078
Hydro_Salinity_Deep,2011,34.115710714589
Hydro_Salinity_Intermediate,2011,32.5335257986318
Hydro_Salinity_Surface,2011,29.1040044672349
Hydro_Salinity_Deep,2012,34.2079181671143
Hydro_Salinity_Intermediate,2012,32.1757067767057
Hydro_Salinity_Surface,2012,28.2706727981567
Hydro_Salinity_Deep,2013,34.3683566180142
Hydro_Salinity_Intermediate,2013,33.0155705538663
Hydro_Salinity_Surface,2013,28.5440181385387
Hydro_Salinity_Deep,2014,34.2147885235873
Hydro_Salinity_Intermediate,2014,32.4869115569375
Hydro_Salinity_Surface,2014,27.6074879964193
Hydro_Salinity_Deep,2015,34.0787047906355
Hydro_Salinity_Intermediate,2015,32.6208386421204
Hydro_Salinity_Surface,2015,29.4797788677794
Hydro_Salinity_Deep,2016,34.2489340522073
Hydro_Salinity_Intermediate,2016,32.6518726782365
Hydro_Salinity_Surface,2016,27.5259074875803
Hydro_O2_Deep,1990,5.98000001907349
Hydro_O2_Intermediate,1990,6.1316667397817
Hydro_O2_Surface,1990,6.72714274270194
Hydro_O2_Deep,1991,6.03666663169861
Hydro_O2_Intermediate,1991,6.14333333969116
Hydro_O2_Surface,1991,6.42333335876465
Hydro_O2_Deep,1992,6.20772728053006
Hydro_O2_Intermediate,1992,6.39931817488237
Hydro_O2_Surface,1992,6.69590907385855
Hydro_O2_Deep,1993,6.22363636710427
Hydro_O2_Intermediate,1993,6.51954543590546
Hydro_O2_Surface,1993,6.94075758529432
Hydro_O2_Deep,1994,6.36046510518983
Hydro_O2_Intermediate,1994,6.53068182685158
Hydro_O2_Surface,1994,6.93257574601607
Hydro_O2_Deep,1995,6.04295454242013
Hydro_O2_Intermediate,1995,6.3502273126082
Hydro_O2_Surface,1995,6.82212120836431
Hydro_O2_Deep,1996,6.00318184765902
Hydro_O2_Intermediate,1996,6.50227272510529
Hydro_O2_Surface,1996,7.06409085880626
Hydro_O2_Deep,1997,6.34409092773091
Hydro_O2_Intermediate,1997,6.53681819005446
Hydro_O2_Surface,1997,6.77878788023284
Hydro_O2_Deep,1998,6.05809523945763
Hydro_O2_Intermediate,1998,6.23428568385896
Hydro_O2_Surface,1998,6.65790321750026
Hydro_O2_Deep,1999,6.13930234243703
Hydro_O2_Intermediate,1999,6.09954545714638
Hydro_O2_Surface,1999,6.58287878469987
Hydro_O2_Deep,2000,6.0101934366448
Hydro_O2_Intermediate,2000,6.15404360345069
Hydro_O2_Surface,2000,6.54143641700207
Hydro_O2_Deep,2001,6.05489095052083
Hydro_O2_Intermediate,2001,6.38012939407712
Hydro_O2_Surface,2001,6.78681927635556
Hydro_O2_Deep,2002,6.12639940352667
Hydro_O2_Intermediate,2002,6.28436543827965
Hydro_O2_Surface,2002,6.77825024771312
Hydro_O2_Deep,2003,6.10114254734733
Hydro_O2_Intermediate,2003,6.40199951692061
Hydro_O2_Surface,2003,6.9082305431366
Hydro_O2_Deep,2004,6.17404730319977
Hydro_O2_Intermediate,2004,6.37145330905914
Hydro_O2_Surface,2004,6.72713655630747
Hydro_O2_Deep,2005,6.09905610301278
Hydro_O2_Intermediate,2005,6.32279879547829
Hydro_O2_Surface,2005,6.8053332603339
Hydro_O2_Deep,2006,6.18796517632224
Hydro_O2_Intermediate,2006,6.28220563585108
Hydro_O2_Surface,2006,6.58330130577087
Hydro_O2_Deep,2007,5.96632907607339
Hydro_O2_Intermediate,2007,6.19301595471122
Hydro_O2_Surface,2007,6.64083719976021
Hydro_O2_Deep,2008,6.14424528858878
Hydro_O2_Intermediate,2008,6.38323602893136
Hydro_O2_Surface,2008,6.72351055434256
Hydro_O2_Deep,2009,6.18061457123867
Hydro_O2_Intermediate,2009,6.42947284565416
Hydro_O2_Surface,2009,6.87417630588307
Hydro_O2_Deep,2010,5.93634123802185
Hydro_O2_Intermediate,2010,6.16539735794067
Hydro_O2_Surface,2010,6.71388847033183
Hydro_O2_Deep,2011,6.09684411339138
Hydro_O2_Intermediate,2011,6.32301342222426
Hydro_O2_Surface,2011,6.72867301016143
Hydro_O2_Deep,2012,6.02575899254192
Hydro_O2_Intermediate,2012,6.20311482386156
Hydro_O2_Surface,2012,6.67082730206576
Hydro_O2_Deep,2013,5.98472926833413
Hydro_O2_Intermediate,2013,6.18238114226948
Hydro_O2_Surface,2013,6.72947830053476
Hydro_O2_Deep,2014,5.9489555684003
Hydro_O2_Intermediate,2014,6.15616428852081
Hydro_O2_Surface,2014,6.55707209038012
Hydro_O2_Deep,2015,6.06542908061634
Hydro_O2_Intermediate,2015,6.22831870209087
Hydro_O2_Surface,2015,6.54086316715587
